subject_id,video_id,rep_number,correctness_label,exercise_subtype,total_frames_in_rep,valid_frames_in_rep,spike_rate_pct,peak_flexion_deg,peak_extension_deg,rom_deg,peak_flexion_frame_in_rep,descent_frames,ascent_frames,tempo_ratio,total_rep_frames,peak_descent_velocity_deg_per_frame,peak_ascent_velocity_deg_per_frame,mean_descent_velocity_deg_per_frame,mean_ascent_velocity_deg_per_frame,jerk_proxy_std,phase_identification_status,visible_side_used
5,PM_042,6,1,front leg right,100,47,0.0,91.6739,176.4195,84.7455,59,,,,,,,,,0.5983,failed,right
5,PM_042,7,1,front leg right,90,42,0.0,93.3238,150.2097,56.8859,45,,,,,,,,,0.4156,failed,right
5,PM_042,8,1,front leg right,91,35,0.0,89.3863,174.5535,85.1672,32,,,,,,,,,0.4378,failed,right
5,PM_042,9,0,front leg right,96,29,6.8966,78.6369,174.6829,96.046,63,,,,,,,,,3.2809,failed,right
5,PM_042,10,0,front leg right,85,37,8.1081,49.1064,174.3598,125.2534,33,,,,,,,,,1.9758,failed,right
5,PM_042,11,0,front leg right,106,41,2.439,68.2432,175.475,107.2318,60,,,,,,,,,0.6154,failed,right
5,PM_042,12,0,front leg right,100,28,10.7143,46.7873,173.6965,126.9092,43,,,,,,,,,4.3315,failed,right
5,PM_042,13,0,front leg right,95,33,9.0909,50.997,173.6419,122.6449,39,,,,,,,,,3.498,failed,right
6,PM_104,1,1,front leg left,111,111,0.0,87.8982,162.4227,74.5246,61,61.0,49.0,0.8033,110.0,-2.9351,3.4813,-0.8614,1.4873,0.4609,ok,left
6,PM_104,2,1,front leg left,110,110,0.0,81.4293,160.4661,79.0368,60,60.0,49.0,0.8167,109.0,-3.1122,3.7582,-1.3173,1.5217,0.5292,ok,left
6,PM_104,3,1,front leg left,115,115,0.8696,86.0091,157.8007,71.7917,63,63.0,51.0,0.8095,114.0,-2.6958,4.6884,-1.0808,1.3728,0.5171,ok,left
6,PM_104,4,1,front leg left,95,95,1.0526,80.6469,154.7608,74.1139,52,52.0,42.0,0.8077,94.0,-3.4709,3.7359,-1.4253,1.598,0.4742,ok,left
6,PM_104,5,1,front leg left,90,90,3.3333,91.4346,163.8157,72.3811,51,51.0,38.0,0.7451,89.0,-3.4764,5.9971,-1.1692,1.5822,0.8008,ok,left
6,PM_104,6,0,front leg left,166,166,0.0,59.1212,176.3991,117.2779,48,48.0,117.0,2.4375,165.0,-4.5144,4.4608,-1.9986,0.9819,0.4334,ok,left
6,PM_104,7,0,front leg left,100,100,0.0,61.6801,179.2049,117.5248,51,51.0,48.0,0.9412,99.0,-4.7504,5.2603,-2.1156,2.3285,0.4716,ok,left
6,PM_104,8,0,front leg left,100,100,0.0,63.7548,171.3488,107.594,53,53.0,46.0,0.8679,99.0,-3.7289,5.8111,-1.9629,1.9871,0.57,ok,left
6,PM_104,9,0,front leg left,110,110,0.0,56.9816,176.6446,119.663,65,65.0,44.0,0.6769,109.0,-3.8505,4.7905,-1.3804,2.7136,0.5304,ok,left
6,PM_104,10,0,front leg left,100,100,0.0,52.6861,174.4798,121.7937,60,60.0,39.0,0.65,99.0,-5.0475,5.6027,-2.0161,3.1229,0.4801,ok,left
7,PM_125,11,1,front leg left,101,101,0.0,90.5612,163.3609,72.7996,49,49.0,51.0,1.0408,100.0,-3.8708,3.794,-1.3014,1.3951,0.4305,ok,left
7,PM_125,12,1,front leg left,105,105,0.0,87.0575,165.0661,78.0086,47,47.0,57.0,1.2128,104.0,-4.5584,3.9881,-1.5692,1.3584,0.4787,ok,left
7,PM_125,13,1,front leg left,105,105,0.0,82.6176,165.2808,82.6631,51,51.0,53.0,1.0392,104.0,-4.9526,3.9542,-1.5415,1.2003,0.4602,ok,left
7,PM_125,14,1,front leg left,110,110,0.0,99.8725,151.1834,51.311,60,60.0,49.0,0.8167,109.0,-3.3015,2.4325,-0.816,1.0111,0.3338,ok,left
7,PM_125,15,1,front leg left,105,105,0.0,97.9856,151.0199,53.0343,59,59.0,45.0,0.7627,104.0,-2.9321,3.5602,-0.8763,1.1785,0.3434,ok,left
7,PM_125,16,0,front leg left,111,111,0.0,57.0439,159.9189,102.875,59,59.0,51.0,0.8644,110.0,-4.7944,10.6055,-1.6025,2.0172,1.2469,ok,left
7,PM_125,17,0,front leg left,130,130,0.7692,62.0011,166.0515,104.0504,77,77.0,52.0,0.6753,129.0,-4.3851,4.507,-1.2885,1.9693,0.4639,ok,left
7,PM_125,18,0,front leg left,135,135,0.0,80.9208,178.8236,97.9028,85,85.0,49.0,0.5765,134.0,-4.4009,4.3938,-0.9812,1.998,0.4502,ok,left
7,PM_125,19,0,front leg left,120,120,0.0,72.3762,179.9584,107.5823,67,67.0,52.0,0.7761,119.0,-4.4981,4.8905,-1.5782,1.7416,0.5791,ok,left
7,PM_125,20,0,front leg left,110,110,0.9091,65.0299,178.3749,113.3449,62,62.0,47.0,0.7581,109.0,-4.8857,6.1422,-1.5853,2.3625,0.6654,ok,left
8,PM_112,1,1,front leg right,121,59,0.0,67.7311,181.3407,113.6096,80,,,,,,,,,0.5292,failed,right
8,PM_112,2,1,front leg right,160,98,0.0,63.8173,160.1776,96.3603,95,,,,,,,,,0.4251,failed,right
8,PM_112,3,1,front leg right,145,79,0.0,64.6073,145.166,80.5587,72,,,,,,,,,0.5006,failed,right
8,PM_112,4,1,front leg right,160,80,2.5,68.496,146.0095,77.5135,94,,,,,,,,,0.8368,failed,right
8,PM_112,5,1,front leg right,155,67,10.4478,57.5536,177.3079,119.7542,74,,,,,,,,,2.1882,failed,right
8,PM_112,6,1,front leg right,160,78,2.5641,66.5443,174.8079,108.2636,100,,,,,,,,,1.7342,failed,right
8,PM_112,7,0,front leg right,150,81,0.0,58.7324,154.1462,95.4138,71,,,,,,,,,0.5364,failed,right
8,PM_112,8,0,front leg right,111,45,0.0,56.6239,155.8801,99.2562,63,,,,,,,,,0.7409,failed,right
8,PM_112,9,0,front leg right,115,62,0.0,54.5566,158.8142,104.2577,58,,,,,,,,,0.5975,failed,right
8,PM_112,10,0,front leg right,125,65,0.0,56.1427,158.4302,102.2875,81,,,,,,,,,0.5952,failed,right
8,PM_112,11,0,front leg right,130,37,0.0,89.1603,165.8464,76.6862,34,,,,,,,,,0.3479,failed,right
8,PM_112,12,0,front leg right,110,17,0.0,58.6676,163.4009,104.7333,49,,,,,,,,,0.5836,failed,right
9,PM_117a,1,1,front leg left,86,86,1.1628,113.0024,140.313,27.3106,35,35.0,50.0,1.4286,85.0,-2.1624,1.4699,-0.7803,0.4484,0.3717,ok,left
9,PM_117b,1,0,front leg left,80,80,1.25,67.983,173.1125,105.1294,31,31.0,48.0,1.5484,79.0,-3.4102,6.7194,-1.8078,1.9402,0.6912,ok,left
9,PM_117a,2,1,front leg left,110,110,0.0,101.2355,141.4893,40.2538,75,75.0,34.0,0.4533,109.0,-1.5434,2.3528,-0.457,1.1839,0.3099,ok,left
9,PM_117b,2,0,front leg left,90,90,0.0,72.4336,177.0799,104.6463,43,43.0,46.0,1.0698,89.0,-4.5066,6.6969,-2.0318,2.2384,0.7481,ok,left
9,PM_117a,3,1,front leg left,110,110,0.0,96.3554,141.4104,45.0551,45,45.0,64.0,1.4222,109.0,-1.9778,2.5594,-1.0012,0.5902,0.4039,ok,left
9,PM_117b,3,0,front leg left,65,65,0.0,68.519,172.7501,104.2311,39,39.0,25.0,0.641,64.0,-5.3627,7.7636,-2.6726,3.4767,0.8635,ok,left
9,PM_117a,4,1,front leg left,93,93,0.0,95.053,136.5055,41.4525,53,53.0,39.0,0.7358,92.0,-2.0276,3.9881,-0.7386,0.985,0.4028,ok,left
9,PM_117a,5,1,front leg left,102,102,0.0,99.6333,144.7416,45.1082,63,63.0,38.0,0.6032,101.0,-2.4156,4.0119,-0.5647,1.1871,0.4292,ok,left
9,PM_117a,6,1,front leg left,85,85,0.0,93.1664,171.0539,77.8875,54,54.0,30.0,0.5556,84.0,-3.084,6.0629,-0.9541,2.3728,0.5653,ok,left
9,PM_117a,7,0,front leg left,51,51,5.8824,64.2746,173.748,109.4734,24,24.0,26.0,1.0833,50.0,-14.875,12.6825,-4.2604,4.1296,3.0283,ok,left
9,PM_117a,8,0,front leg left,41,41,0.0,88.494,143.9585,55.4645,16,16.0,24.0,1.5,40.0,-4.7353,4.997,-2.6892,1.9204,0.8982,ok,left
9,PM_117a,9,0,front leg left,74,74,4.0541,61.1313,176.4534,115.3221,39,39.0,34.0,0.8718,73.0,-5.9707,9.9264,-2.2671,3.3664,1.5125,ok,left
